lexeme.id,lexeme.entrada,lexeme.sinal,lexeme.lematizacao,lexeme.desambiguacao,lexeme.sinonimos,lexeme.exemplo_uso,lexeme.glosa,lexeme.video_sinal,lexeme.video_exemplo,lexeme.link_sinal,lexeme.link_exemplo,lexeme.status,lexeme.observacao,lexeme.is_active,lexeme.created_on,lexeme.created_by,lexeme.modified_on,lexeme.modified_by
518,,DEFEITO,,,,"TENTEI LIGAR MEU CARRO, MAS ESTÁ COM DEFEITO",MEU CARRO CL:LIGAR_CHAVE DEFEITO,,,https://drive.google.com/file/d/1bS31BkudNBdIjn7upP1WZkuWIQp9WhFw/view?usp=share_link,https://drive.google.com/file/d/1rIvdU5MRfa01uVwewSX9yISPrF6KrLDK/view?usp=share_link,OK,,,,,,
519,,DEFENDER.1,,,,VOU NO POSTO DE SAÚDE PRA TOMAR VACINA PARA DEFENDER CONTRA O COVID,EU IR POSTO SAÚDE VACINAR DEFENDER.1 COVID,,,https://drive.google.com/file/d/17G0lRl60x7luocCwPDesJ-1lXhG3r08M/view?usp=share_link,https://drive.google.com/file/d/19zBrpiqEqvD9j4DQB1ynuO5JjF8Rc-If/view?usp=share_link,OK,,,,,,
520,,DEFENDER.2,,,,MEU AMIG@ OFENDEU OUTR@ AMIG@ E EU DEFENDI EL@,MEU AMIG@ OFENDER OUTR@ AMIG@ EU DEFENDER.2,,,https://drive.google.com/file/d/15ZinBLUGzlG_kpLBTrduCAsMMImwRWMp/view?usp=share_link,https://drive.google.com/file/d/110v6Wqp1evARG8gpJ1xsJ6ch5c0gs4kH/view?usp=share_link,OK,,,,,,
521,,DEFESA,,,,EU ESTOU NERVOS@ PORQUE AMANHÃ É DIA DA MINHA APRESENTAÇÃO DA DEFESA DO TCC,EU NERVOS@ PORQUE AMANHÃ EU APRESENTAR TCC DEFESA,,,https://drive.google.com/file/d/1NF8RAc5mU5XgH8coeOUZuxsnU2dETSpf/view?usp=share_link,https://drive.google.com/file/d/1i6rWP8iIL-G9lahxJs-vCS3giqteD1T4/view?usp=share_link,OK,,,,,,
522,,DEIXAR.1,,,,,CHAMAR MÃE POR_FAVOR DEIXAR.1 EL@ PASSEAR SEU FILH@,,,https://drive.google.com/file/d/103fyQWomyyKKX-4ldq5-cwmqco1_rq0x/view?usp=share_link,https://drive.google.com/file/d/1TIrvxANZkfzcsHXB5Huhdj9920lb3nT_/view?usp=share_link,OK,,,,,,
523,,DEIXAR.2,,,,"AS CRIANÇAS ESTÃO BRINCANDO, DEIXEM ELAS BRINCAR",EL@ CRIANÇAS BRINCAR DEIXAR.2 BRINCAR,,,https://drive.google.com/file/d/1Y_vsuheZPlzfex1lKshsdnS6F47kTd1w/view?usp=share_link,https://drive.google.com/file/d/1H5p17SrJJ1jFrKiF89ByEBcSRRjmmOEa/view?usp=share_link,OK,,,,,,
524,,DEIXAR.3,,,,ENCONTREI UM CACHORRO QUE FOI DEIXADO NA RUA,ESS@ CACHORRO ENCONTRAR DEIXAR.3 RUA,,,https://drive.google.com/file/d/1mxsHfOyBBGFpGjV23v59GpPf1xwZhK2W/view?usp=share_link,https://drive.google.com/file/d/15dXaynSBV7KOnq5UNV1vZjoc51IGmJe5/view?usp=share_link,OK,,,,,,
525,,DEL@,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
526,,DELÍCIA.1,,,,"EU FIZ UM BOLO, FICOU UMA DELÍCIA",EU COZINHAR BOLO DELÍCIA.1,,,https://drive.google.com/file/d/1y6Jzhp6h3z3l0-J_h7L9Zxe5gUy22jFe/view?usp=share_link,https://drive.google.com/file/d/12e6JDEmbW226jCpH8OmtRKOlylnQ5tvo/view?usp=share_link,OK,,,,,,
527,,DELÍCIA.2,,,,HOJE O VENTO ESTÁ UMA DELÍCIA,HOJE VENTO DELÍCIA.2,,,https://drive.google.com/file/d/1NJA3wQ2WTwKz3OzRVNEK2knkCzSA0wKG/view?usp=share_link,https://drive.google.com/file/d/16uSYgb3-6NNadRNZkJfDR46iuADgoCR3/view?usp=share_link,OK,,,,,,
528,,DENTRO,,,,EU VI QUE TEM UM RATO DENTRO DA CAIXA,EU VI CAIXA TER DENTRO RATO,,,https://drive.google.com/file/d/1yzIJujhdj8406-VHCaInsnhtc5ZoB13L/view?usp=share_link,https://drive.google.com/file/d/1-3z4zuTcRsmVRHRx6fxzuIMw-bMR3PcZ/view?usp=share_link,OK,,,,,,
529,,DEPENDER.1,,,,"A GENTE COMBINOU DE EU IR NA SUA CASA, MAS VAI DEPENDER DO TEMPO, SE TIVER SOL AI EU VOU NA SUA CASA, MAS SE CHOVER EU NÃO IREI",NÓS JÁ COMBINAR EU IR SUA CASA VER DEPENDER.1 SOL EU VAI SE CHUVA VAI NÃO DEPENDER.1 EL@ CLIMA,,,https://drive.google.com/file/d/18x1GMiY0cw1uL2uXTj3NVj2EQP9Wcpmq/view?usp=share_link,https://drive.google.com/file/d/1qBPlOp76eWjsvTNkp8B01SILyLbC7aER/view?usp=share_link,OK,,,,,,
530,,DEPENDER.2,,,,EU AVISEI MEU AMIGO PRA ELE PARAR DE FICAR DEPENDENDO DOS OUTROS,EU JÁ AVISAR MEU AMIG@ DEPENDER.2 PRECISAR NÃO SAIR,,,https://drive.google.com/file/d/1YbhhMqeYsZPqmMA6xpv-IGHGJbF43meD/view?usp=share_link,https://drive.google.com/file/d/1UduIgH4WHfaVtszSo2VuxYWZvL4wMS6C/view?usp=share_link,OK,,,,,,
531,,DEPENDER_ME,,,,MINHA AVÓ DEPENDE DE MIM PORQUE ELA É BEM IDOSA,MINHA AVÓ DEPENDER_ME IDADE VELH@,,,https://drive.google.com/file/d/1d8vGMnrJNDG85CIDMx1atDZqojLv0J-l/view?usp=share_link,https://drive.google.com/file/d/1sLoigwcnRXp74xni0Ew5S9g3hfPZdLtb/view?usp=share_link,OK,,,,,,
532,,DEPOIS.1,,,,"ESTOU AQUI NA REUNIÃO, DEPOIS EU VOU, SÓ ESPERA UM POUCO",EU AQUI REUNIÃO ESPERAR DEPOIS.1 IR,,,https://drive.google.com/file/d/1A_s8zd112Vaawx3x3n9YZ25vTlc-t-Y7/view?usp=share_link,https://drive.google.com/file/d/1S5L3ztlc4QjhjAkwUnRFo4BjkSN1ZuuW/view?usp=share_link,OK,,,,,,
533,,DEPOIS.2,,,,"VOU PRA AULA AGORA, DEPOIS VOU CONTIGO PRA TOMAR UM CAFÉ",AGORA EU IR AULA DEPOIS.2 EU JUNTO CAFÉ,,,https://drive.google.com/file/d/1ITyOdjH2Iy4GhU1uHMi5UadRNUtToanA/view?usp=share_link,https://drive.google.com/file/d/1m2d-K93LVs_69cDT-vIQbqpobXlTxBp_/view?usp=share_link,OK,,,,,,
534,,DEPOIS.3,,,,"EU ESTAVA CONVERSANDO COM ALGUÉM, MEU AMIG@ ME CHAMOU E EU PEDI PARA EL@ ESPERAR QUE DEPOIS JÁ FALO COM EL@ POIS ESTOU CONVERSANDO COM OUTRA PESSOA",EU CONVERSAR AMIG@ CL:CHAMAR_ME ESPERAR DEPOIS.3 CONVERSAR,,,https://drive.google.com/file/d/1G8A_Zv87RBiId0NMJN0s1Y2_23celRiF/view?usp=share_link,https://drive.google.com/file/d/129IUhvm9cl0PaIeDf64sn_BgqzzvRunO/view?usp=share_link,OK,,,,,,
535,,DESABAFAR.1,,,,"EU FUI NA PSICOLIGIA, ME SENTI MAIS LEVE DEPOIS DE TER DESABAFADO TUDO",EU IR PSICOLOGIA EU DESABAFAR.1 CURAR,,,https://drive.google.com/file/d/1BFKv6xWqT89nLfE68r9-tV06N2trp7sA/view?usp=share_link,https://drive.google.com/file/d/1pKyANC3yRwNwKc0MOYQgxq7lG_PSvmmT/view?usp=share_link,OK,,,,,,
536,,DESABAFAR.2,,,,,EU ENCONTRAR MEU AMIG@ EU CHORAR DESABAFAR.2 SOBRE PROBLEMA MEU NAMORAD@,,,https://drive.google.com/file/d/1EsD8-4NYJOs_P5JG8FJDHKRKRYMiv8Hj/view?usp=share_link,https://drive.google.com/file/d/10hA8-hrEsKTyqytung8LLFbJPU5NArgY/view?usp=share_link,OK,,,,,,
537,,DESABAFAR_ME,,,,"MINHA AMIGA VEIO ME DESABAFAR, ELA ESTÁ COM PROBLEMAS DENTRO DE CASA POR CAUSA DOS PAIS DELA",MEU AMIG@ VIR DESABAFAR_ME EL@ TER PROBLEMA CASA MÃE PAI,,,https://drive.google.com/file/d/1_ya9ZthtCEMHtmX97Xc0uqgI-ajDMSqv/view?usp=share_link,https://drive.google.com/file/d/1NYiqFQb-VXuqFbF3M76A-COE-YAfGjc0/view?usp=share_link,OK,,,,,,
538,,DESANIMAR,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
539,,DESCENDENTE,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
540,,DESCOBRIR.1,,,,,,,,https://drive.google.com/file/d/1UqDCxCxmdC78yhL4aHtQXvHZE1DnEcsk/view?usp=share_link,GRAVAR,I,,,,,,
541,,DESCOBRIR.2,,,,EU ESTAVA ESPIONANDO D@ MEU/MINHA NAMORAD@ E DESCOBRI QUE ELE ESTAVA ME TRAINDO,EU ESPIONAR DESCOBRIR.2 MEU NAMORAD@ TRAIR_ME,,,https://drive.google.com/file/d/1_L0LeBb8OQqpqJH8cNFljfd8koKSrq_2/view?usp=share_link,https://drive.google.com/file/d/15bVgIJiUwygyJrLaH2H0FhlfVku-RGtr/view?usp=share_link,OK,,,,,,
542,,DESCONFIAR.1,,,,"EU DESCONFIO QUE TENHO CÂNCER, VOU MARCAR UM MÉDICO",EU DESCONFIAR.1 EU TER CÂNCER MARCAR MÉDIC@,,,https://drive.google.com/file/d/1YLnVnQ2qf8XiygOK1Iywf96EhWzeu85l/view?usp=share_link,https://drive.google.com/file/d/1pUFUbZpRbXGo4AByWJDt9ffB7216i1ZS/view?usp=share_link,OK,,,,,,
543,,DESCONFIAR.2,,,,"A MINHA PROVA ESTÁ CHEIO DE ERROS, ESTOU DESCONFIANDO",MINHA PROVA ERRAR DESCONFIAR.2,,,https://drive.google.com/file/d/1_htILNnxkPQfC0iEGpvcZm6CVlT1Oir9/view?usp=share_link,https://drive.google.com/file/d/1hxSQg8iY0sUkcgEsP52hRVZmwRmHKmSu/view?usp=share_link,OK,,,,,,
544,,DESCREVER,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
545,,DESEJAR,,,,"ESTOU COM DESEJO DE COMER DOCE, MAS NÃO POSSO",EU DESEJAR DOCE MAS NÃO_PODE,,,https://drive.google.com/file/d/1TxYA-tnNxSJzbYZ0WydrImGNnKev_P7y/view?usp=share_link,https://drive.google.com/file/d/14C1k7ZceJ3SqvKvmFBX_HRGpDjxDzKPm/view?usp=share_link,OK,,,,,,
546,,DESENHAR.1,,,,MEU FILHO PEDIU PRA EU COMPRAR UM DESENHO,MEU FILH@ PEDIR_ME COMPRAR DESENHAR.1 ,,,https://drive.google.com/file/d/1abqeu7wwMqsIr0RlD2O4FUeVM-_o5_Kf/view?usp=share_link,https://drive.google.com/file/d/1s2--gMjT8TqJhZPnszEozZwefUrT0TcL/view?usp=share_link,OK,,,,,,
547,,DESENHAR.2,,,,VOU NA LOJA COMPRAR AS TINTAS PARA DESENHAR,IR LOJA COMPRAR CL:POTES TINTA DESENHAR.2,,,https://drive.google.com/file/d/1erk9fbObPIO4AkqCU2zKEIxKmauzQvRE/view?usp=share_link,https://drive.google.com/file/d/1S7flAAlw2-X4nVf2YfWtv7MXo1IWNPsp/view?usp=share_link,OK,,,,,,
548,,DESENHAR.3,,,,"NO DOMINGO PASSADO, MINHA FAMÍLIA FORAM NA CASA D@ MEU AV@, MEU SOBRINH@ DESENHOU NA PAREDE",OUTR@ DOMINGO MINHA FAMÍLIA IR CASA AV@ MEU SOBRINH@ DESENHAR.3 PAREDE,,,https://drive.google.com/file/d/1AjICOQfBobejZiCxEN8QwrbHMCy9UBqn/view?usp=share_link,https://drive.google.com/file/d/13Sn17bxgqbAe7KslnHFvl3UWgV5rJOnr/view?usp=share_link,OK,,,,,,
549,,DESENVOLVER,,,,"SE VOCÊ QUER SER PROFESSOR@ NO FUTURO, VOCÊ PRECISA ESTUDAR PARA DESENVOLVER",VOCÊ QUER PROFESSOR@ FUTURO VOCÊ PRECISAR ESTUDAR DESENVOLVER,,,https://drive.google.com/file/d/17a5dS9SQsRywt_vsSZ1kCqS_w5X_ecmZ/view?usp=share_link,https://drive.google.com/file/d/16XiMMT65cFFqTnojPy4hZw2ellP8K1Qh/view?usp=share_link,OK,,,,,,
550,,DESESPERAR,,,,"CHEGUEI NA RODOVIÁRIA DESESPERAD@, PORQUE O ÔNIBUS JÁ TINHA SAÍDO",CHEGAR RODOVIÁRIA DESESPERAR ÔNIBUS JÁ EMBORA,,,https://drive.google.com/file/d/1ogJ2mPKLkyvRT6r3NgccDLatzx7UtB5H/view?usp=share_link,https://drive.google.com/file/d/1v8kjq7F8erHLgiKxKBh8tRIMc7yef677/view?usp=share_link,OK,,,,,,
551,,DESISTIR.1,,,,EU TINHA ME INSCREVIDO DE UM CURSO MAS ACHEI BEM DIFÍCIL E ACABEI DESISTINDO DO CURSO,PASSAD@ EU INSCREVER CURSO DIFÍCIL EU DESISTIR.1,,,https://drive.google.com/file/d/1JxWJ14f2ClTAOyBYDQqOsE6OQJURLGLy/view?usp=share_link,https://drive.google.com/file/d/1m4uY2d9RPCRU7qwfNVqxAIWhd1t-ZFc7/view?usp=share_link,OK,,,,,,
552,,DESISTIR.2,,,,,MINHA TIA DAR_ME FLOR FLOR_MURCHAR EU CUIDAR FLOR_MURCHAR NÃO_CONSEGUIR DESISTIR.2,,,https://drive.google.com/file/d/17NPlWHAbCt5GKfqRaSbDO9Mn_W7Wfh1G/view?usp=share_link,https://drive.google.com/file/d/1n3XZsM-m3BFjY1tm2AbUOAqbuBzegOKD/view?usp=share_link,OK,,,,,,
553,,DESLIGAR.1,,,,"EU ESTOU INDO DORMIR, VOCÊ PODE DESLIGAR O COMPUTADOR",EU IR DORMIR VOCÊ PODE DESLIGAR.1 COMPUTADOR,,,https://drive.google.com/file/d/1H1Hd48zGgpyTg4j9qSEBfRMEWfOrvwkd/view?usp=share_link,https://drive.google.com/file/d/17a31LLmS6oRnQJ19_gtueaDsWJyGXApR/view?usp=share_link,OK,,,,,,
554,,DESLIGAR.2,,,,A RUA DA MINHA CASA ESTÃO SEM LUZ,MINHA CASA RUA TUDO DESLIGAR.2,,,https://drive.google.com/file/d/1r0j4RMMlgR8K7z17mlCtOB0jWEHN_Dc-/view?usp=share_link,https://drive.google.com/file/d/1yHk3pp4LRn6vOvwrBFRIGqbsXqovL2n2/view?usp=share_link,OK,,,,,,
555,,DESLIGAR.3,,,,PODE DESLIGAR A MÚSICA,ESS@ CL:OUVIDO MÚSICA PODE DESLIGAR.3,,,https://drive.google.com/file/d/1zOI6UQ9GyRiFmsfcmdxEqB24b-Oa1gb7/view?usp=share_link,https://drive.google.com/file/d/1Nlur_OMLZ7e2upBMaS_vBDVGe1QqT1sD/view?usp=share_link,OK,,,,,,
556,,DESMONTAR.1,,,,"UM HOMEM ROUBOU UM CARRO, DESMONTOU AS PEÇAS PARA VENDER",O_QUE ACONTECER UM HOMEM SEMANA PASSAD@ ROUBAR UM@ CARRO DESMONTAR.1 DEPOIS VENDER,,,https://drive.google.com/file/d/1Zhd5Vgcq7ef4SxCJrSzv9cDwc2hcf3L0/view?usp=share_link,https://drive.google.com/file/d/1-OJ4nG94UIpndxpxs7WmxThr_5QtDQcY/view?usp=share_link,OK,,,,,,
557,,DESMONTAR.2,,,,,,,,https://drive.google.com/file/d/1wy2n2EWmSVimnZmz_IeoYliAo5M2nSkU/view?usp=share_link,VERIFICAR VÍDEO,I,,,,,,
558,,DESPERTAR,,,,"O BEBÊ DORMIU E EU COLOQUEI EL@ NA CAMA, MAS @ VIZINH@ GRITOU E O BEBÊ DESPERTOU",EU CL:COLOCAR_BEBÊ CAMA BEBÊ DORMIR VIZINH@ GRITAR EL@ DESPERTAR,,,https://drive.google.com/file/d/1XrSaaiD010-3YV29l2PvwVmkb2GztEE-/view?usp=share_link,https://drive.google.com/file/d/11GV0F_Ov1GUnoqGl9kj3zkjzQBlfwVD9/view?usp=share_link,OK,,,,,,
559,,DESRESPEITAR,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
560,,DESTACAR,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
561,,DESTRUIR,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
562,,DETALHAR,,,,VOCÊ PRECISA COLOCAR AS INFORMAÇÕES BEM DETALHADAS,VOCÊ PRECISAR COLOCAR INFORMAÇÃO DETALHAR,,,https://drive.google.com/file/d/1_91wWjrYbVOGyuDy2dXm6imf-LQVZOpx/view?usp=share_link,https://drive.google.com/file/d/1SPB0NsVCJ1XEp8AeZyVhue2cBzFmXN6B/view?usp=share_link,OK,,,,,,
563,,DETESTAR,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
564,,DEUS,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
565,,DEVAGAR.1,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
566,,DEVAGAR.2,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
567,,DEVAGAR.3,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
568,,DEZEMBRO,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
569,,DE_NOVO,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
570,,DIA.1,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
571,,DIA.2,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
572,,DIA.3,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
573,,DIA_TODO,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
574,,DIÁRIO,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
575,,DICA.1,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
576,,DICA_ME,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
577,,DICIONÁRIO,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
578,,DIDÁTICA,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
579,,DIETA,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
580,,DIFERENTE.1,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
581,,DIFERENTE.2,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
582,,DIFERENTE.3,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
583,,DIFÍCIL,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
584,,DIMINUIR.1 ,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
585,,DIMINUIR.2,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
586,,DIMINUIR.3,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
587,,DINHEIRO,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
588,,DIREITA,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
589,,DIRETO.1,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
590,,DIRETO.2,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
591,,DIRETOR,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
592,,DISCUTIR.1,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
593,,DISCUTIR.2,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
594,,DISFARÇAR,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
595,,DISTRAIR,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
596,,DIVERSOS.1,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
597,,DIVERSOS.2,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
598,,DIVERTIR,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
599,,DIVIDIR.1,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
600,,DIVIDIR.2,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
601,,DIVULGAR.1,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
602,,DIVULGAR.2,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
603,,DIZER,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
604,,DOCE,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
605,,DOCUMENTÁRIO,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
606,,DOCUMENTO,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
607,,DOENÇA,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
608,,DOENTE,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
609,,DOR,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
610,,DORMIR.1,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
611,,DORMIR.2,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
612,,DUAS_PESSOAS,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
613,,DUR@,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
614,,DURAÇÃO,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
615,,DURANTE,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
616,,DUVIDAR,,,,"EU FUI NUMA LOJA PARA OLHAR NOTEBOOK, MAS FIQUEI EM DÚVIDA SE É PIRATA OU NÃO",EU IR LOJA NOTEBOOK DUVIDAR PIRATA PIRATA NÃO,,,https://drive.google.com/file/d/1o_Jw__kSMJ8zYn6GAZg9NXjYtGVWSUKB/view?usp=share_link,https://drive.google.com/file/d/1poP4a3gHDyPocMNLp3TlGPEPoWjYQimS/view?usp=share_link,OK,,,,,,
617,,EDUCAÇÃO.1,,,,,,,,,,,,,,,,
618,,EDUCAÇÃO.2,,,,,,,,,,,,,,,,
619,,ELEMENTO,,,,,,,,,,,,,,,,
620,,EL@,,,,,,,,,,,,,,,,
621,,EL@S,,,,,,,,,,,,,,,,
622,,EL@S_2,,,,,,,,,,,,,,,,
623,,EL@S_3,,,,,,,,,,,,,,,,
624,,ELETRICIDADE,,,,,,,,,,,,,,,,
625,,EMBORA,,,,,,,,,,,,,,,,
626,,EMBRULHAR.1,,,,,,,,,,,,,,,,
627,,EMBRULHAR.2,,,,,,,,,,,,,,,,
628,,EMOCIONAR,,,,,,,,,,,,,,,,
629,,EMPREGAD@,,,,,,,,,,,,,,,,
630,,EMPRESA,,,,,,,,,,,,,,,,
631,,EMPRESTIMO,,,,,,,,,,,,,,,,
632,,ENCONTRAR.1,,,,EU ENCONTREI UM CACHORRO BONITO NA RUA,EU ENCONTRAR UM@ CACHORRO BONIT@ RUA ,,,https://drive.google.com/file/d/151AntgwgGjpAy--kMNdoitszSlm2wVmC/view?usp=share_link,https://drive.google.com/file/d/14Qn1FEUN9sSoXQcBrzsSMGYy-GbbYgyu/view?usp=share_link,OK,,,,,,
633,,ENCONTRAR.2,,,,,,,,,,,,,,,,
634,,ENCONTRAR.3,,,,,,,,,,,,,,,,
635,,ENERGIA,,,,,,,,,,,,,,,,
636,,ENGANAR.1,,,,,,,,,,,,,,,,
637,,ENGANAR.2,,,,,,,,,,,,,,,,
638,,ENGRAÇADO,,,,,,,,,,,,,,,,
639,,ENSINAR.1,,,,,,,,,,,,,,,,
640,,ENSINAR.2,,,,,,,,,,,,,,,,
641,,ENTENDER,,,,,,,,,,,,,,,,
642,,ENTEDIAR,,,,,,,,,,,,,,,,
643,,ENTRAR.1,,,,,,,,,,,,,,,,
644,,ENTRAR.2,,,,,,,,,,,,,,,,
645,,ENTRAR.3,,,,,,,,,,,,,,,,
646,,ENTREGAR.1,,,,,,,,,,,,,,,,
647,,ENTREGAR.2,,,,,,,,,,,,,,,,
648,,ENTREGAR.3,,,,,,,,,,,,,,,,
649,,ENTREGAR-ME,,,,,,,,,,,,,,,,
650,,ENTREVISTAR,,,,,,,,,,,,,,,,
651,,EQUILIBRIO,,,,,,,,,,,,,,,,
652,,EQUIPE,,,,,,,,,,,,,,,,
653,,ESNOBE,,,,PORQUE VOCÊ ESTÁ ESNOBE,ACONTECER VOCÊ ESNOBE,,,https://drive.google.com/file/d/1WnRwfMR2n3b70MzoQvkIXX_ME4ZxpBZs/view?usp=share_link,https://drive.google.com/file/d/1-5ob_hkXfCg09DHDl0vuVdYb0POXBeem/view?usp=share_link,OK,,,,,,
654,,ERRAR,,,,,,,,,,,,,,,,
655,,ESCOLA,,,,,,,,,,,,,,,,
656,,ESCOLHER.1,,,,,,,,,,,,,,,,
657,,ESCOLHER.2,,,,,,,,,,,,,,,,
658,,ESCONDER,,,,,,,,,,,,,,,,
659,,ESCREVER.1,,,,,,,,,,,,,,,,
660,,ESCREVER.2,,,,,,,,,,,,,,,,
661,,ESCURO,,,,,,,,,,,,,,,,
662,,ESCUTAR,,,,,,,,,,,,,,,,
663,,ESFORÇAR,,,,,,,,,,,,,,,,
664,,ESPAÇO,,,,,,,,,,,,,,,,
665,,ESPALHAR,,,,,,,,,,,,,,,,
666,,ESPANTO,,,,,,,,,,,,,,,,
667,,ESPECIAL,,,,,,,,,,,,,,,,
668,,ESPECÍFICO,,,,,,,,,,,,,,,,
669,,ESPERANÇA,,,,,,,,,,,,,,,,
670,,ESPERAR.1,,,,,,,,,,,,,,,,
671,,ESPERAR.2,,,,,,,,,,,,,,,,
672,,ESPERT@,,,,,,,,,,,,,,,,
673,,ESPIAR,,,,,,,,,,,,,,,,
674,,ESPORTE,,,,,,,,,,,,,,,,
675,,ESQUECER.1,,,,,,,,,,,,,,,,
676,,ESQUECER.2,,,,,,,,,,,,,,,,
677,,ESQUEMA,,,,,,,,,,,,,,,,
678,,ESQUENTAR,,,,,,,,,,,,,,,,
679,,ESQUERDA,,,,,,,,,,,,,,,,
680,,ESQUIMÓ,,,,,,,,,,,,,,,,
681,,ESS@,,,,,,,,,,,,,,,,
682,,ESTADO,,,,,,,,,,,,,,,,
683,,ESTADOS_UNIDOS,,,,,,,,,,,,,,,,
684,,ESTAR,,,,,,,,,,,,,,,,
685,,EST@,,,,,,,,,,,,,,,,
686,,ESTRADA,,,,,,,,,,,,,,,,
687,,ESTRANHAR,,,,,,,,,,,,,,,,
688,,ESTRATÉGIA,,,,,,,,,,,,,,,,
689,,ESTRELA,,,,,,,,,,,,,,,,
690,,ESTROFE,,,,,,,,,,,,,,,,
691,,ESTUDAR,,,,,,,,,,,,,,,,
692,,EU,,,,,,,,,,,,,,,,
693,,EVENTO,,,,,,,,,,,,,,,,
694,,EVITAR,,,,,,,,,,,,,,,,
695,,EXCETO,,,,,,,,,,,,,,,,
696,,EXEMPLO.1,,,,,,,,,,,,,,,,
697,,EXEMPLO.2,,,,,,,,,,,,,,,,
698,,EXIGIR,,,,,,,,,,,,,,,,
699,,EXPERIENCIAR,,,,,,,,,,,,,,,,
700,,EXPERIMENTAR,,,,,,,,,,,,,,,,
701,,EXPLICAR.1,,,,,,,,,,,,,,,,
702,,EXPLICAR.2,,,,,,,,,,,,,,,,
703,,EXPLORAR,,,,,,,,,,,,,,,,
704,,EXPRESSAR,,,,,,,,,,,,,,,,
705,,EXTINGUIR,,,,,,,,,,,,,,,,
706,,É,,,,,,,,,,,,,,,,
707,,ÉPOCA,,,,,,,,,,,,,,,,
708,,FACULDADE,,,,,,,,,,,,,,,,
709,,FALAR,,,,,,,,,,,,,,,,
710,,FALAR-ME_LIBRAS,,,,,,,,,,,,,,,,
711,,FALAR.2,,,,,,,,,,,,,,,,
712,,FALAR.3,,,,,,,,,,,,,,,,
713,,FALSO,,,,,,,,,,,,,,,,
714,,FALTA,,,,,,,,,,,,,,,,
